Symbol,entry date,Entry Point,exit date,Exit Point,Stop Loss,Wins,Losses,Profit/loss
HCLTECH.NS,2022-09-15,919.9000244140625,2022-10-19,995.6500244140625,1057.4189758300781,6,1,218.0498046875
HCLTECH.NS,2022-12-28,1035.449951171875,2023-01-27,1115.5999755859375,1057.4189758300781,7,1,298.1998291015625
CIPLA.NS,2020-11-13,744.6500244140625,2020-12-21,778.5,901.0485241699218,1,0,33.8499755859375
CIPLA.NS,2021-03-03,812.5,2021-04-16,938.0499877929688,901.0485241699218,2,0,159.39996337890625
CIPLA.NS,2021-07-30,920.0499877929688,2021-09-17,954.0499877929688,901.0485241699218,3,0,193.39996337890625
CIPLA.NS,2021-10-25,901.8499755859375,2022-01-11,915.9500122070312,901.0485241699218,4,0,207.5
CIPLA.NS,2022-05-09,938.2999877929688,2022-08-01,1004.5499877929688,901.0485241699218,5,0,273.75
TCS.NS,2021-03-02,3006.35009765625,2021-04-07,3271.39990234375,3190.77,1,0,265.0498046875
TCS.NS,2021-05-17,3069.75,2021-06-14,3276.35009765625,3190.77,2,0,471.64990234375
TCS.NS,2021-07-30,3167.449951171875,2021-08-16,3472.949951171875,3190.77,3,0,777.14990234375
TCS.NS,2021-10-25,3492.949951171875,2021-12-20,3556.89990234375,3190.77,4,0,841.099853515625
TCS.NS,2022-02-21,3719.39990234375,2022-04-06,3755.35009765625,3190.77,5,0,877.050048828125
TCS.NS,2022-04-29,3546.699951171875,2022-08-16,3392.699951171875,3190.77,5,1,723.050048828125
TCS.NS,2022-09-14,3120.39990234375,2022-11-02,3241.699951171875,3190.77,6,1,844.35009765625
TCS.NS,2023-01-02,3261.449951171875,2023-01-25,3429.75,3190.77,7,1,1012.650146484375
APOLLOHOSP.NS,2021-10-14,4328.39990234375,2021-11-22,5419.5,4463.613193359375,1,0,1091.10009765625
APOLLOHOSP.NS,2022-01-05,4973.25,2022-03-16,4943.64990234375,4463.613193359375,1,1,1061.5
APOLLOHOSP.NS,2022-04-18,4554.5,2022-07-08,3936.14990234375,4463.613193359375,1,2,443.14990234375
APOLLOHOSP.NS,2022-10-21,4389.0498046875,2022-10-24,4410.14990234375,4463.613193359375,2,2,464.25
APOLLOHOSP.NS,2023-01-09,4407.7001953125,2023-03-02,4402.2001953125,4463.613193359375,2,3,458.75
BAJAJFINSV.NS,2020-09-10,612.9249877929688,2020-11-12,702.6199951171875,1339.7670483398438,1,0,89.69500732421875
BAJAJFINSV.NS,2021-03-31,966.8599853515625,2021-04-30,1104.1650390625,1339.7670483398438,2,0,227.00006103515625
BAJAJFINSV.NS,2021-11-25,1736.885009765625,2022-01-20,1725.89501953125,1339.7670483398438,2,1,216.01007080078125
BAJAJFINSV.NS,2022-02-07,1571.135009765625,2022-04-04,1719.635009765625,1339.7670483398438,3,1,364.51007080078125
BAJAJFINSV.NS,2022-05-02,1495.7449951171875,2022-07-28,1464.2049560546875,1339.7670483398438,3,2,332.97003173828125
BAJFINANCE.NS,2020-09-30,3278.60009765625,2020-11-10,4208.5498046875,6195.716806640625,1,0,929.94970703125
